
-5.5
39.9
13.0
-1.7
16.1
41.6
3.6
48.3
7.9
16.2
-2.2
39.6
16.8
18.9
27.2
79.5
-6.3
-25.3
-33.4
41.4
13.4
7.7
12.0
19.7
-33.8
67.5
38.4
2.7
13.6
41.4
22.7
12.5
0.9
37.2
5.2
19.5
