
21.2
26.4
18.7
2.1
16.9
32.7
-6.3
29.5
8.2
10.5
-2.4
31.9
23.6
33.1
14.9
3.8
7.6
1.5
-15.9
34.1
14.0
6.5
15.2
7.8
-36.4
32.5
14.6
-1.5
17.8
33.6
12.7
-2.2
17.0
22.4
-8.1
25.9
